date,dish,feedback,sentiment,rating,votes
2024-03-16,Roti Sabzi,food was okay,Neutral,3,10
2024-03-16,Paneer Butter Masala,very bad quality today,Negative,2,81
2024-03-16,Rajma Rice,rice was overcooked,Negative,2,78
2024-03-16,Idli Sambar,loved the biryani!,Positive,4,116
2024-03-16,Paratha,rice was overcooked,Negative,1,55
2024-03-17,Chole Bhature,food was too salty,Negative,1,69
2024-03-17,Paneer Butter Masala,excellent quality today,Positive,5,11
2024-03-17,Rajma Rice,food was amazing today!,Positive,5,97
2024-03-17,Fried Rice,not fresh at all,Negative,1,21
2024-03-17,Paratha,cold food served again,Negative,1,39
2024-03-18,Roti Sabzi,tasteless food,Negative,1,35
2024-03-18,Rajma Rice,worst meal this month,Negative,1,45
2024-03-18,Idli Sambar,decent meal,Neutral,3,80
2024-03-18,Dal Rice,very tasty and fresh,Positive,4,85
2024-03-18,Fried Rice,loved the biryani!,Positive,4,43
2024-03-19,Paneer Butter Masala,food was too salty,Negative,2,97
2024-03-19,Upma,decent meal,Neutral,3,64
2024-03-19,Biryani,acceptable quality,Neutral,3,119
2024-03-19,Dal Rice,worst meal this month,Negative,2,45
2024-03-19,Khichdi,great taste today,Positive,5,56
2024-03-20,Biryani,rice was overcooked,Negative,2,10
2024-03-20,Idli Sambar,really enjoyed the food,Positive,4,83
2024-03-20,Upma,tasteless food,Negative,2,19
2024-03-20,Khichdi,tasteless food,Negative,1,52
2024-03-20,Dal Rice,loved the biryani!,Positive,4,71
2024-03-21,Chole Bhature,great taste today,Positive,4,53
2024-03-21,Idli Sambar,not fresh at all,Negative,1,19
2024-03-21,Paneer Butter Masala,could be better,Neutral,3,107
2024-03-21,Rajma Rice,great taste today,Positive,4,20
2024-03-21,Dal Rice,food was too salty,Negative,2,50
2024-03-22,Khichdi,paneer was delicious,Positive,4,23
2024-03-22,Poha,could be better,Neutral,3,47
2024-03-22,Paratha,worst meal this month,Negative,1,89
2024-03-22,Idli Sambar,average as usual,Neutral,3,68
2024-03-22,Roti Sabzi,paneer was delicious,Positive,4,53
2024-03-23,Curd Rice,excellent quality today,Positive,4,23
2024-03-23,Fried Rice,loved the biryani!,Positive,4,83
2024-03-23,Idli Sambar,best meal this week,Positive,5,63
2024-03-23,Roti Sabzi,great taste today,Positive,4,41
2024-03-23,Biryani,food was amazing today!,Positive,4,26
2024-03-24,Dal Rice,very tasty and fresh,Positive,4,70
2024-03-24,Paneer Butter Masala,really enjoyed the food,Positive,5,57
2024-03-24,Chole Bhature,very bad quality today,Negative,1,40
2024-03-24,Biryani,food was amazing today!,Positive,5,54
2024-03-24,Rajma Rice,excellent quality today,Positive,4,110
2024-03-25,Poha,nothing special today,Neutral,3,88
2024-03-25,Rajma Rice,really enjoyed the food,Positive,4,23
2024-03-25,Upma,food was amazing today!,Positive,5,38
2024-03-25,Roti Sabzi,tasteless food,Negative,1,69
2024-03-25,Paneer Butter Masala,average as usual,Neutral,3,104
2024-03-26,Fried Rice,food was amazing today!,Positive,5,11
2024-03-26,Rajma Rice,food was amazing today!,Positive,4,28
2024-03-26,Chole Bhature,excellent quality today,Positive,5,15
2024-03-26,Upma,tasteless food,Negative,1,46
2024-03-26,Curd Rice,best meal this week,Positive,4,53
2024-03-27,Biryani,best meal this week,Positive,4,12
2024-03-27,Upma,very bad quality today,Negative,2,93
2024-03-27,Paratha,food was okay,Neutral,3,36
2024-03-27,Khichdi,excellent quality today,Positive,5,113
2024-03-27,Idli Sambar,very tasty and fresh,Positive,5,101
2024-03-28,Poha,paneer was delicious,Positive,5,50
2024-03-28,Fried Rice,acceptable quality,Neutral,3,15
2024-03-28,Paratha,could be better,Neutral,3,119
2024-03-28,Curd Rice,very tasty and fresh,Positive,5,41
2024-03-28,Upma,best meal this week,Positive,4,118
2024-03-29,Biryani,acceptable quality,Neutral,3,31
2024-03-29,Paneer Butter Masala,really enjoyed the food,Positive,5,76
2024-03-29,Roti Sabzi,really enjoyed the food,Positive,5,77
2024-03-29,Upma,acceptable quality,Neutral,3,70
2024-03-29,Poha,paneer was delicious,Positive,4,36
2024-03-30,Upma,paneer was delicious,Positive,5,83
2024-03-30,Fried Rice,really enjoyed the food,Positive,5,80
2024-03-30,Roti Sabzi,loved the biryani!,Positive,5,66
2024-03-30,Khichdi,excellent quality today,Positive,4,69
2024-03-30,Chole Bhature,really enjoyed the food,Positive,5,67
2024-03-31,Roti Sabzi,paneer was delicious,Positive,4,32
2024-03-31,Chole Bhature,best meal this week,Positive,4,55
2024-03-31,Khichdi,cold food served again,Negative,1,110
2024-03-31,Rajma Rice,excellent quality today,Positive,4,25
2024-03-31,Fried Rice,food was amazing today!,Positive,4,52
2024-04-01,Upma,acceptable quality,Neutral,3,34
2024-04-01,Curd Rice,average as usual,Neutral,3,11
2024-04-01,Rajma Rice,nothing special today,Neutral,3,110
2024-04-01,Dal Rice,worst meal this month,Negative,1,70
2024-04-01,Paneer Butter Masala,average as usual,Neutral,3,39
2024-04-02,Upma,great taste today,Positive,5,53
2024-04-02,Khichdi,nothing special today,Neutral,3,64
2024-04-02,Fried Rice,acceptable quality,Neutral,3,36
2024-04-02,Roti Sabzi,food was amazing today!,Positive,5,27
2024-04-02,Curd Rice,average as usual,Neutral,3,104
2024-04-03,Idli Sambar,paneer was delicious,Positive,5,107
2024-04-03,Roti Sabzi,could be better,Neutral,3,51
2024-04-03,Curd Rice,could be better,Neutral,3,27
2024-04-03,Rajma Rice,really enjoyed the food,Positive,5,58
2024-04-03,Paneer Butter Masala,paneer was delicious,Positive,4,78
2024-04-04,Chole Bhature,decent meal,Neutral,3,21
2024-04-04,Upma,very tasty and fresh,Positive,4,115
2024-04-04,Roti Sabzi,decent meal,Neutral,3,33
2024-04-04,Poha,paneer was delicious,Positive,5,36
2024-04-04,Rajma Rice,loved the biryani!,Positive,5,17
2024-04-05,Rajma Rice,worst meal this month,Negative,2,30
2024-04-05,Biryani,very bad quality today,Negative,2,71
2024-04-05,Idli Sambar,decent meal,Neutral,3,26
2024-04-05,Paratha,cold food served again,Negative,2,114
2024-04-05,Fried Rice,decent meal,Neutral,3,87
2024-04-06,Paneer Butter Masala,decent meal,Neutral,3,35
2024-04-06,Dal Rice,very tasty and fresh,Positive,5,18
2024-04-06,Fried Rice,tasteless food,Negative,2,82
2024-04-06,Upma,rice was overcooked,Negative,2,83
2024-04-06,Biryani,loved the biryani!,Positive,5,92
2024-04-07,Roti Sabzi,very tasty and fresh,Positive,5,68
2024-04-07,Rajma Rice,very tasty and fresh,Positive,4,60
2024-04-07,Dal Rice,food was okay,Neutral,3,30
2024-04-07,Chole Bhature,best meal this week,Positive,4,99
2024-04-07,Paratha,average as usual,Neutral,3,62
2024-04-08,Fried Rice,could be better,Neutral,3,62
2024-04-08,Biryani,best meal this week,Positive,4,74
2024-04-08,Poha,food was amazing today!,Positive,4,91
2024-04-08,Rajma Rice,acceptable quality,Neutral,3,58
2024-04-08,Curd Rice,paneer was delicious,Positive,4,60
2024-04-09,Idli Sambar,great taste today,Positive,5,69
2024-04-09,Fried Rice,excellent quality today,Positive,5,27
2024-04-09,Dal Rice,best meal this week,Positive,4,31
2024-04-09,Poha,dal was undercooked,Negative,1,47
2024-04-09,Paratha,paneer was delicious,Positive,4,19
2024-04-10,Curd Rice,very tasty and fresh,Positive,4,101
2024-04-10,Idli Sambar,excellent quality today,Positive,5,99
2024-04-10,Fried Rice,loved the biryani!,Positive,5,98
2024-04-10,Dal Rice,food was amazing today!,Positive,4,16
2024-04-10,Paratha,average as usual,Neutral,3,57
2024-04-11,Upma,food was amazing today!,Positive,5,115
2024-04-11,Fried Rice,loved the biryani!,Positive,4,22
2024-04-11,Poha,acceptable quality,Neutral,3,102
2024-04-11,Idli Sambar,paneer was delicious,Positive,4,114
2024-04-11,Chole Bhature,excellent quality today,Positive,4,79
2024-04-12,Chole Bhature,really enjoyed the food,Positive,4,11
2024-04-12,Fried Rice,really enjoyed the food,Positive,4,59
2024-04-12,Poha,excellent quality today,Positive,4,94
2024-04-12,Upma,not fresh at all,Negative,1,18
2024-04-12,Paneer Butter Masala,worst meal this month,Negative,2,108
2024-04-13,Paneer Butter Masala,loved the biryani!,Positive,5,90
2024-04-13,Roti Sabzi,acceptable quality,Neutral,3,52
2024-04-13,Poha,really enjoyed the food,Positive,5,18
2024-04-13,Biryani,great taste today,Positive,5,75
2024-04-13,Paratha,average as usual,Neutral,3,39
2024-04-14,Idli Sambar,average as usual,Neutral,3,17
2024-04-14,Paneer Butter Masala,great taste today,Positive,5,35
2024-04-14,Poha,excellent quality today,Positive,4,40
2024-04-14,Dal Rice,rice was overcooked,Negative,2,27
2024-04-14,Upma,food was amazing today!,Positive,5,92
2024-04-15,Dal Rice,food was amazing today!,Positive,4,112
2024-04-15,Idli Sambar,acceptable quality,Neutral,3,87
2024-04-15,Upma,not fresh at all,Negative,1,66
2024-04-15,Rajma Rice,food was okay,Neutral,3,18
2024-04-15,Paneer Butter Masala,food was too salty,Negative,1,36
2024-04-16,Paratha,tasteless food,Negative,1,74
2024-04-16,Poha,great taste today,Positive,5,31
2024-04-16,Fried Rice,average as usual,Neutral,3,32
2024-04-16,Paneer Butter Masala,nothing special today,Neutral,3,83
2024-04-16,Biryani,excellent quality today,Positive,5,120
2024-04-17,Fried Rice,great taste today,Positive,5,64
2024-04-17,Roti Sabzi,paneer was delicious,Positive,4,114
2024-04-17,Poha,rice was overcooked,Negative,1,107
2024-04-17,Rajma Rice,loved the biryani!,Positive,5,86
2024-04-17,Chole Bhature,very tasty and fresh,Positive,5,58
2024-04-18,Roti Sabzi,decent meal,Neutral,3,52
2024-04-18,Dal Rice,great taste today,Positive,4,29
2024-04-18,Fried Rice,food was too salty,Negative,1,120
2024-04-18,Khichdi,really enjoyed the food,Positive,5,61
2024-04-18,Chole Bhature,worst meal this month,Negative,2,59
2024-04-19,Roti Sabzi,food was amazing today!,Positive,4,59
2024-04-19,Dal Rice,very bad quality today,Negative,1,107
2024-04-19,Curd Rice,best meal this week,Positive,5,75
2024-04-19,Paneer Butter Masala,acceptable quality,Neutral,3,99
2024-04-19,Poha,paneer was delicious,Positive,5,104
2024-04-20,Upma,acceptable quality,Neutral,3,99
2024-04-20,Fried Rice,average as usual,Neutral,3,87
2024-04-20,Roti Sabzi,very tasty and fresh,Positive,5,41
2024-04-20,Idli Sambar,acceptable quality,Neutral,3,11
2024-04-20,Rajma Rice,loved the biryani!,Positive,5,60
2024-04-21,Khichdi,very bad quality today,Negative,2,42
2024-04-21,Paneer Butter Masala,could be better,Neutral,3,85
2024-04-21,Poha,paneer was delicious,Positive,4,23
2024-04-21,Biryani,nothing special today,Neutral,3,44
2024-04-21,Upma,acceptable quality,Neutral,3,99
2024-04-22,Dal Rice,paneer was delicious,Positive,5,93
2024-04-22,Idli Sambar,paneer was delicious,Positive,4,32
2024-04-22,Paratha,very tasty and fresh,Positive,4,72
2024-04-22,Roti Sabzi,loved the biryani!,Positive,5,82
2024-04-22,Khichdi,very bad quality today,Negative,1,17
2024-04-23,Khichdi,loved the biryani!,Positive,4,20
2024-04-23,Paratha,paneer was delicious,Positive,4,45
2024-04-23,Upma,food was amazing today!,Positive,4,71
2024-04-23,Dal Rice,loved the biryani!,Positive,4,17
2024-04-23,Chole Bhature,food was amazing today!,Positive,4,22
2024-04-24,Upma,cold food served again,Negative,2,70
2024-04-24,Biryani,could be better,Neutral,3,53
2024-04-24,Idli Sambar,really enjoyed the food,Positive,5,114
2024-04-24,Chole Bhature,really enjoyed the food,Positive,5,58
2024-04-24,Khichdi,nothing special today,Neutral,3,113
2024-04-25,Poha,loved the biryani!,Positive,5,99
2024-04-25,Idli Sambar,average as usual,Neutral,3,67
2024-04-25,Roti Sabzi,acceptable quality,Neutral,3,75
2024-04-25,Chole Bhature,excellent quality today,Positive,4,91
2024-04-25,Paratha,not fresh at all,Negative,1,91
2024-04-26,Rajma Rice,decent meal,Neutral,3,54
2024-04-26,Idli Sambar,great taste today,Positive,4,103
2024-04-26,Fried Rice,excellent quality today,Positive,4,76
2024-04-26,Roti Sabzi,food was too salty,Negative,1,73
2024-04-26,Upma,nothing special today,Neutral,3,31
2024-04-27,Roti Sabzi,very tasty and fresh,Positive,4,23
2024-04-27,Poha,food was amazing today!,Positive,4,51
2024-04-27,Fried Rice,cold food served again,Negative,1,102
2024-04-27,Biryani,great taste today,Positive,4,95
2024-04-27,Upma,great taste today,Positive,4,111
2024-04-28,Khichdi,decent meal,Neutral,3,93
2024-04-28,Rajma Rice,could be better,Neutral,3,113
2024-04-28,Upma,best meal this week,Positive,4,47
2024-04-28,Paneer Butter Masala,loved the biryani!,Positive,5,104
2024-04-28,Poha,average as usual,Neutral,3,83
2024-04-29,Rajma Rice,excellent quality today,Positive,5,64
2024-04-29,Paratha,really enjoyed the food,Positive,4,76
2024-04-29,Fried Rice,could be better,Neutral,3,23
2024-04-29,Chole Bhature,great taste today,Positive,5,28
2024-04-29,Idli Sambar,cold food served again,Negative,1,73
2024-04-30,Curd Rice,food was amazing today!,Positive,5,49
2024-04-30,Roti Sabzi,loved the biryani!,Positive,5,118
2024-04-30,Paratha,decent meal,Neutral,3,73
2024-04-30,Paneer Butter Masala,paneer was delicious,Positive,4,113
2024-04-30,Dal Rice,excellent quality today,Positive,4,99
2024-05-01,Khichdi,very tasty and fresh,Positive,4,80
2024-05-01,Idli Sambar,paneer was delicious,Positive,5,54
2024-05-01,Paratha,decent meal,Neutral,3,77
2024-05-01,Roti Sabzi,nothing special today,Neutral,3,99
2024-05-01,Chole Bhature,worst meal this month,Negative,1,26
2024-05-02,Rajma Rice,could be better,Neutral,3,66
2024-05-02,Paneer Butter Masala,nothing special today,Neutral,3,36
2024-05-02,Idli Sambar,excellent quality today,Positive,4,56
2024-05-02,Dal Rice,could be better,Neutral,3,96
2024-05-02,Roti Sabzi,average as usual,Neutral,3,64
2024-05-03,Curd Rice,very bad quality today,Negative,1,25
2024-05-03,Paratha,not fresh at all,Negative,2,29
2024-05-03,Idli Sambar,decent meal,Neutral,3,14
2024-05-03,Poha,paneer was delicious,Positive,5,48
2024-05-03,Rajma Rice,average as usual,Neutral,3,109
2024-05-04,Khichdi,worst meal this month,Negative,2,90
2024-05-04,Curd Rice,nothing special today,Neutral,3,25
2024-05-04,Fried Rice,loved the biryani!,Positive,5,92
2024-05-04,Poha,could be better,Neutral,3,12
2024-05-04,Roti Sabzi,could be better,Neutral,3,45
2024-05-05,Khichdi,paneer was delicious,Positive,5,83
2024-05-05,Fried Rice,really enjoyed the food,Positive,4,101
2024-05-05,Poha,very bad quality today,Negative,2,114
2024-05-05,Paneer Butter Masala,decent meal,Neutral,3,18
2024-05-05,Paratha,loved the biryani!,Positive,4,94
2024-05-06,Poha,nothing special today,Neutral,3,15
2024-05-06,Paratha,excellent quality today,Positive,4,21
2024-05-06,Paneer Butter Masala,food was okay,Neutral,3,25
2024-05-06,Khichdi,really enjoyed the food,Positive,4,64
2024-05-06,Idli Sambar,food was too salty,Negative,1,48
2024-05-07,Idli Sambar,great taste today,Positive,5,76
2024-05-07,Biryani,not fresh at all,Negative,1,98
2024-05-07,Dal Rice,food was amazing today!,Positive,4,14
2024-05-07,Khichdi,best meal this week,Positive,4,27
2024-05-07,Roti Sabzi,average as usual,Neutral,3,45
2024-05-08,Paratha,best meal this week,Positive,5,93
2024-05-08,Khichdi,worst meal this month,Negative,2,20
2024-05-08,Paneer Butter Masala,worst meal this month,Negative,1,78
2024-05-08,Chole Bhature,best meal this week,Positive,4,101
2024-05-08,Poha,very tasty and fresh,Positive,5,115
2024-05-09,Paratha,tasteless food,Negative,1,44
2024-05-09,Rajma Rice,loved the biryani!,Positive,5,18
2024-05-09,Chole Bhature,loved the biryani!,Positive,5,52
2024-05-09,Curd Rice,average as usual,Neutral,3,45
2024-05-09,Idli Sambar,paneer was delicious,Positive,4,58
2024-05-10,Poha,decent meal,Neutral,3,77
2024-05-10,Fried Rice,best meal this week,Positive,5,87
2024-05-10,Paratha,food was amazing today!,Positive,4,50
2024-05-10,Biryani,worst meal this month,Negative,1,54
2024-05-10,Dal Rice,worst meal this month,Negative,2,85
2024-05-11,Paratha,average as usual,Neutral,3,82
2024-05-11,Dal Rice,food was okay,Neutral,3,100
2024-05-11,Idli Sambar,acceptable quality,Neutral,3,100
2024-05-11,Biryani,great taste today,Positive,5,112
2024-05-11,Fried Rice,best meal this week,Positive,5,64
2024-05-12,Biryani,worst meal this month,Negative,2,118
2024-05-12,Khichdi,loved the biryani!,Positive,4,103
2024-05-12,Upma,loved the biryani!,Positive,4,83
2024-05-12,Dal Rice,best meal this week,Positive,5,113
2024-05-12,Poha,worst meal this month,Negative,1,71
2024-05-13,Roti Sabzi,excellent quality today,Positive,4,101
2024-05-13,Biryani,really enjoyed the food,Positive,4,104
2024-05-13,Curd Rice,could be better,Neutral,3,87
2024-05-13,Khichdi,very tasty and fresh,Positive,4,32
2024-05-13,Poha,very tasty and fresh,Positive,5,16
2024-05-14,Chole Bhature,not fresh at all,Negative,1,116
2024-05-14,Roti Sabzi,loved the biryani!,Positive,5,48
2024-05-14,Fried Rice,best meal this week,Positive,4,10
2024-05-14,Paratha,could be better,Neutral,3,37
2024-05-14,Rajma Rice,food was too salty,Negative,2,89
2024-05-15,Roti Sabzi,really enjoyed the food,Positive,4,10
2024-05-15,Idli Sambar,very tasty and fresh,Positive,5,55
2024-05-15,Rajma Rice,paneer was delicious,Positive,5,35
2024-05-15,Khichdi,very tasty and fresh,Positive,5,25
2024-05-15,Fried Rice,food was too salty,Negative,1,108
2024-05-16,Curd Rice,really enjoyed the food,Positive,5,33
2024-05-16,Dal Rice,best meal this week,Positive,4,66
2024-05-16,Upma,decent meal,Neutral,3,27
2024-05-16,Roti Sabzi,paneer was delicious,Positive,4,55
2024-05-16,Chole Bhature,tasteless food,Negative,1,34
2024-05-17,Dal Rice,food was okay,Neutral,3,95
2024-05-17,Idli Sambar,great taste today,Positive,5,25
2024-05-17,Paratha,great taste today,Positive,4,51
2024-05-17,Chole Bhature,decent meal,Neutral,3,26
2024-05-17,Paneer Butter Masala,loved the biryani!,Positive,4,26
2024-05-18,Paratha,really enjoyed the food,Positive,5,86
2024-05-18,Rajma Rice,decent meal,Neutral,3,47
2024-05-18,Biryani,loved the biryani!,Positive,5,41
2024-05-18,Idli Sambar,acceptable quality,Neutral,3,41
2024-05-18,Upma,loved the biryani!,Positive,5,99
2024-05-19,Upma,food was okay,Neutral,3,34
2024-05-19,Curd Rice,very bad quality today,Negative,1,25
2024-05-19,Chole Bhature,food was amazing today!,Positive,5,34
2024-05-19,Fried Rice,worst meal this month,Negative,1,88
2024-05-19,Roti Sabzi,food was amazing today!,Positive,5,62
2024-05-20,Biryani,great taste today,Positive,4,75
2024-05-20,Dal Rice,food was amazing today!,Positive,5,24
2024-05-20,Curd Rice,best meal this week,Positive,5,101
2024-05-20,Upma,really enjoyed the food,Positive,4,33
2024-05-20,Paneer Butter Masala,food was amazing today!,Positive,5,37
2024-05-21,Dal Rice,best meal this week,Positive,5,56
2024-05-21,Roti Sabzi,loved the biryani!,Positive,4,95
2024-05-21,Fried Rice,very tasty and fresh,Positive,5,56
2024-05-21,Paneer Butter Masala,nothing special today,Neutral,3,40
2024-05-21,Poha,average as usual,Neutral,3,21
2024-05-22,Poha,excellent quality today,Positive,4,100
2024-05-22,Paratha,loved the biryani!,Positive,4,79
2024-05-22,Curd Rice,nothing special today,Neutral,3,107
2024-05-22,Paneer Butter Masala,very tasty and fresh,Positive,4,26
2024-05-22,Fried Rice,best meal this week,Positive,5,56
2024-05-23,Roti Sabzi,food was amazing today!,Positive,4,86
2024-05-23,Curd Rice,very tasty and fresh,Positive,5,15
2024-05-23,Poha,food was too salty,Negative,1,104
2024-05-23,Chole Bhature,rice was overcooked,Negative,1,31
2024-05-23,Khichdi,paneer was delicious,Positive,5,61
2024-05-24,Paneer Butter Masala,excellent quality today,Positive,4,111
2024-05-24,Dal Rice,best meal this week,Positive,5,119
2024-05-24,Upma,best meal this week,Positive,4,31
2024-05-24,Paratha,excellent quality today,Positive,5,15
2024-05-24,Idli Sambar,nothing special today,Neutral,3,44
2024-05-25,Fried Rice,food was amazing today!,Positive,5,90
2024-05-25,Idli Sambar,nothing special today,Neutral,3,20
2024-05-25,Curd Rice,cold food served again,Negative,1,62
2024-05-25,Upma,cold food served again,Negative,2,17
2024-05-25,Paneer Butter Masala,food was okay,Neutral,3,38
2024-05-26,Khichdi,loved the biryani!,Positive,5,93
2024-05-26,Dal Rice,excellent quality today,Positive,5,38
2024-05-26,Paratha,excellent quality today,Positive,5,29
2024-05-26,Fried Rice,paneer was delicious,Positive,5,28
2024-05-26,Idli Sambar,dal was undercooked,Negative,2,33
2024-05-27,Roti Sabzi,very bad quality today,Negative,2,12
2024-05-27,Paratha,very tasty and fresh,Positive,5,97
2024-05-27,Khichdi,food was okay,Neutral,3,19
2024-05-27,Upma,great taste today,Positive,5,22
2024-05-27,Fried Rice,average as usual,Neutral,3,87
2024-05-28,Poha,food was too salty,Negative,1,41
2024-05-28,Chole Bhature,nothing special today,Neutral,3,90
2024-05-28,Khichdi,food was okay,Neutral,3,79
2024-05-28,Idli Sambar,nothing special today,Neutral,3,35
2024-05-28,Fried Rice,great taste today,Positive,4,49
2024-05-29,Rajma Rice,best meal this week,Positive,4,12
2024-05-29,Roti Sabzi,dal was undercooked,Negative,2,23
2024-05-29,Paratha,paneer was delicious,Positive,4,10
2024-05-29,Upma,food was too salty,Negative,1,64
2024-05-29,Idli Sambar,really enjoyed the food,Positive,5,38
2024-05-30,Curd Rice,loved the biryani!,Positive,4,23
2024-05-30,Chole Bhature,cold food served again,Negative,2,19
2024-05-30,Fried Rice,food was okay,Neutral,3,20
2024-05-30,Poha,very bad quality today,Negative,1,64
2024-05-30,Roti Sabzi,very tasty and fresh,Positive,5,29
2024-05-31,Curd Rice,loved the biryani!,Positive,5,73
2024-05-31,Fried Rice,nothing special today,Neutral,3,110
2024-05-31,Dal Rice,very tasty and fresh,Positive,4,50
2024-05-31,Paneer Butter Masala,great taste today,Positive,5,114
2024-05-31,Khichdi,paneer was delicious,Positive,5,28
